item_code,brand,item_name,expected_quantity,unit_cost
30008,PRIME,PRIME TINY TOT 250ML CONTAINER,0,24.6
30009,PRIME,PRIME TINY TOT 400ML PTD CONTAINER,0,41.69
30010,PRIME,PRIME MUG 100 1L,0,40.2
30011,PRIME,PRIME TINY TOT 500ML CONTAINER,0,36.6
30013,PRIME,PRIME MUG JAGUAR 800 ML,3,42.61
30020,PRIME,PRIME MUG 150 1.5 L,0,55.2
30023,PRIME,PRIME TINY TOT 750ML CONTAINER,0,46.2
30026,PRIME,PRIME MUG JAGUAR 1250ML,3,60.9
30043,PRIME,PRIME MUG JAGUAR PRINTED 1250 ML,0,73.2
30050,PRIME,PRIME TINY TOT 1500ML CONTAINER,0,78.495
30059,PRIME,PRIME BUCKET STOREPLUS 5L,0,91.2
30069,PRIME,PRIME TINY TOT 2000ML CONTAINER,0,90
30070,PRIME,PRIME FROSTY BUCKET W/HANDLE 50,0,111
30073,PRIME,PRIME BUCKET STOREPLUS 7L,0,120
30084,PRIME,PRIME COOK N SERVE S,4,92.4
30097,PRIME,PRIME BREAD BOX,0,133.8
30103,PRIME,PRIME FROSTY BUCKET W/HANDLE 70,0,144
30105,PRIME,PRIME  TINY TOT 3000ML CONTAINER,0,131.4
30122,PRIME,PRIME TAWA L MICROWAVE,1,133.8
30125,PRIME,PRIME FROSTY BUCKET W/HANDLE 100,0,192
30129,PRIME,PRIME COOK N SERVE M,0,158.1
30136,PRIME,PRIME BREAD BOX JUMBO,1,190.8
30153,PRIME,PRIME FOOD SAVER 125 2PCS,1,197.4
30160,PRIME,PRIME COOK N SERVE L,0,215.4
30173,PRIME,PRIME HANGER HI FASHION,0,212.4
30178,PRIME,PRIME FROSTY BUCKET W/HANDLE 160,0,311.04
30185,PRIME,PRIME HANGER ROTARY,0,194.4
30193,FREELANCE,FRL VFM TABLE MAT PLASTIC,0,247.68
30207,PRIME,PRIME  TINY TOT 10000ML CONTAINER,0,297.59
30208,PRIME,PRIME FROSTY BUCKET W/HANDLE 200,0,331.7
30225,VINOD,VINOD ROYAL SERV DISH MINI,2,161.53
30243,PRIME,PRIME FROSTY BUCKET W/HANDLE 250,0,369
30248,PRIME,PRIME FROSTY BUCKET W/HANDLE-PTD 200,0,362.075
30250,PRIME,PRIME CONTAINER STOREWELL 10L,2,380.06
30256,VINOD,VINOD ROYAL SERV DISH ECONOMIC,1,218.68
30268,PRIME,PRIME HANGER STRIP,0,327.6
30276,PRIME,PRIME HANGER SWISS,0,383.5
30283,FREELANCE,FRL TABLE MAT PLASTIC FROSTED,0,352.83
30294,PRIME,PRIME FROSTY BUCKET W/HANDLE-PTD 250,0,396
30296,VINOD,VINOD ROYAL SERV DISH SMALL,2,235.2
30301,VINOD,VINOD LUNCH CARRIER 4CONTAINER W/WATER DISPENSOR,0,600
30306,PRIME,PRIME STOOL MAGNUM-501,0,468.9
30307,FREELANCE,FRL 54*78 RECT TC WO/L,2,482.555
30309,PRIME,PRIME CONTAINER STOREWELL 13L,0,407.395
30326,FREELANCE,FRL 60RND TC WO/L,0,459.61
30329,ANJALI,ANJALI PEELER GILETTO,0,39
30339,FREELANCE,FRL 60*90 RECT TC WO/L,0,560.45
30340,FREELANCE,FRL 54*78 OVAL TC WO/L,4,461.6875
30348,ANJALI,ANJALI SS PEELER 5,0,42
30349,PRIME,PRIME CONTAINER STOREWELL 17 L,0,517.8
30357,FREELANCE,FRL 54*78 OVAL TC WO/LA,2,419.4
30360,VINOD,VINOD ROYAL SERV DISH MEDIUM,2,330.4
30364,VINOD,VINOD BUTTER DISH,0,426.36
30369,ANJALI,ANJALI DLX-6 STAND GC02,0,117.01
30372,FREELANCE,FRL 60*90 OVAL TC WO/L,0,557.5666667
30374,ANJALI,ANJALI LEMON POPULAR,0,114.01
30375,ANJALI,ANJALI LEMON SQUEEZER L,0,58.29
30376,VINOD,VINOD ROYAL SERV DISHLARGE,0,380.36
30377,ANJALI,ANJALI SS PEELER NO.3 165,0,30
30381,FREELANCE,FRL 72RND TC WO/L,1,518.9533333
30386,ANJALI,ANJALI LEMON SQUEEZER S,1,36
30391,FREELANCE,FRL 60*108 RECT TC WO/L,0,659.45
30403,VINOD,VINOD ROYAL SERV DISH JUMBO,2,426.33
30406,PRIME,PRIME CONTAINER STOREWELL W/LIDID 225,0,703.795
30408,FREELANCE,FRL 54*78 OVAL TC W/L,2,631.2066667
30433,FREELANCE,FRL 60*90 OVAL TC W/L,1,670.925
30441,FREELANCE,FRL 60RND TC FANNEL BACK W/L,0,540.925
30455,VINOD,VINOD MASALA DABBA NO. 10,0,599.76
30467,FREELANCE,FRL 70INCH RND TC FLANNEL BACK W/L,0,581.75
30471,VINOD,VINOD PURI DABBA NO. 11,0,384.17
30477,FREELANCE,FRL 60X108 RECT TC FANNEL BACK W/L,0,1005.95
30482,VINOD,VINOD PURI DABBA NO. 12,0,478.742
30494,VINOD,VINOD PURI DABBA NO. 13,0,528.36
30510,FREELANCE,FRL 60X90 RECT T/C CLEAR WITH LACE,0,1579
30556,BP,BHARAT COFFEE CUP CP URS,0,42.5
30572,BP,BP BOWL VASE HW,6,142.32
30574,BP,BHARAT ANNE MUG,0,78.06
30576,BP,BHARAT ARISTO FULL PLATE,0,325
30577,BP,BHARAT ARISTO HALF PLATE,0,125
30579,BP,BHARAT CHOPSTICK HOLDER,0,66
30588,MILTON,MILTON FOODFUN S TIFFIN,0,141.9
30605,BP,BHARAT HBC ASH TRAY,0,72.35
30615,BP,BHARAT CHIP AND DIP PLATTER,0,351.34
30616,BP,BHARAT CHUTNEY BOWL TAJ,0,70
30624,DANKOTUWA,DW ANGEL TEA CUP,8,187.9966667
30626,DANKOTUWA,DW LASTING ROSE  TEA CUP,7,187.9966667
30627,DANKOTUWA,DW ROSE GARDEN TEA CUP,6,185.995
30628,DANKOTUWA,DW TREASURE BLUE TEA CUP,10,186
30629,LUMINARC,LUMINARC BOUNCE KONE  JUG 1.3L,5,291.63
30633,DANKOTUWA,DW GOLD MIX TEA CUP,6,217
30634,DANKOTUWA,DW SILVER MIX TEA CUP,4,219.33
30647,BP,BHARAT FULL PLATE 410,0,200
30649,BP,BHARAT FULL PLATE ZEN,2,237.99
30650,BP,BP GALAXY FULL PLATE,3,253.9133333
30652,BP,BP GALAXY HALF PLATE,0,252.9833333
30654,BP,BHARAT GALAXY SOUP BOWL,0,91.39
30655,BP,BHARAT SOUP BOWL MONA 110,0,72.6
30656,BP,BHARAT GEORGIAN 10 INCH PLATE,6,237.5
30678,BP,BHARAT GL-110 W/L DONGA,0,804
30683,BP,BHARAT GRAVY BOWL  1 PRT,0,171.51
30686,BP,BHARAT HALF PLATE URMI,2,185.25
30689,BP,BHARAT JAM&HONEY PLATE,0,113.05
30690,BP,BHARAT KATORI ZEN,1,77.11
30705,BP,BHARAT NAPPY BOWL  6IN,0,150.42
30745,DANKOTUWA,DW ANGEL MUG,8,235.6
30746,MILTON,MILTON BRUNCH W/HANDLE TIFFIN,4,262.4
30747,DANKOTUWA,DW LASTING ROSE MUG,8,235.6
30748,DANKOTUWA,DW ROSE GARDEN MUG,6,235.6
30749,DANKOTUWA,DW TREASURE BLUE MUG,7,235.6
30754,BP,BHARAT OVAL-14 INCH PLATTER,0,632
30756,DANKOTUWA,DW INFINITY GOLD TEA CUP,8,217.7233333
30757,DANKOTUWA,DW INFINITY PLATINUM TEA CUP,1,222.4566667
30764,BP,BHARAT QTR PLATE GEORGIAN,0,264
30765,BP,BHARAT QTR PLATE ZEN,0,116.25
30766,CRISTAL DARQUES,CD JUG LONGCHAMP 1.5LS,1,1326
30767,DANKOTUWA,DW GOLD MIX MUG,4,245.33
30768,DANKOTUWA,DW INFINITY GOLD MUG,7,254.2
30769,DANKOTUWA,DW INFINITY PLATINUM MUG,5,254.2
30772,DANKOTUWA,DW SILVER MIX MUG,4,247.995
30775,BP,BHARAT QUARTER PLATE URMI,0,90.275
30776,BP,BHARAT RAMKIN BOWL,0,51.41
30818,BP,BHARAT SOUP BOWL,0,62.7
30835,MILTON,MILTON BRUNCH MAXX TIFFIN,2,326.6633333
30836,BOROSIL,BOROSIL CARAFE 0.65L,0,437.5
30840,BP,BHARAT SOYA BOWL,0,42.84
30850,BP,BHARAT SUGAR BOWL OVAL,0,160.89
30859,MILTON,MILTON BUFFET II CASSEROLE,0,280.24
30870,BP,BHARAT TAJ CONDTMAN BOWL,0,81.87
30878,LUMINARC,LUMINARC N0756 OCTIME OF 30CL,2,412.635
30887,MILTON,MILTON ELFIN 160ML FLASK,3,382.8
30927,OCEAN,OCEAN CLASSIC  COCKTAIL,0,589.76
30931,BOROSIL,BOROSIL MIXING  BOWL W/LID 0.5L,0,287.5
30933,BOROSIL,BOROSIL CARAFE W/STRAINER 1L 1LTR,0,577.5
30946,OCEAN,OCEAN MADISON COCKTAIL,0,1081.98
30964,MILTON,MILTON ELFIN 300ML FLASK,3,435.6
30967,BP,BHARAT COFFEE SAUCER,0,40
30981,MILTON,MILTON BUFFET 2L CASSEROLE,0,464
30993,MILTON,MILTON THERMOSTEEL 350ML,3,472.8
31017,LUMINARC,LUMINARC N1288 IMPERATOR HB 31CL,0,447.5
31021,LUMINARC,LUMINARC N1287 IMPERATOR OF 30CL,2,501.51
31039,BP,BHARAT CUP/SAUCER SET 410,0,915
31043,MILTON,MILTON ELFIN 500ML FLASK,2,496
31044,MILTON,MILTON BUFFET III CASSEROLE,0,540.78
31056,MILTON,MILTON THERMOSTEEL 500ML,3,534.595
31067,LUMINARC,LUMINARC N1307 BRIGHTON HB 31CL TUMBLER SET,2,475.68
31072,BERGNER,BERGNER BG 6326 W LID SAUCE PAN,0,1450.215
31073,CELLO,CELLO ALPHA 2.5 L CASSEROLE,0,493.76
31075,BOROSIL,BOROSIL CARAFE W/STRAINER 1.2L,0,612.5
31079,BERGNER,BERGNER BG 6327 W LID SAUCE PAN,0,1534.785
31092,LUMINARC,LUMINARC N7451 ELYSEES OF 30CL,4,380.07
31098,MILTON,MILTON VECTOR 4 TIFFIN,0,433.84
31109,DANKOTUWA,DW EMPRESS TEA POT,1,2202
31110,DANKOTUWA,DW ELISA SOUP BOWL,0,350
31125,MILTON,MILTON ECONA 4 TIFFIN  CARRIER,1,598.4
31126,CELLO,CELLO CHEF 3.5L CASSEROLE,1,597.27
31143,BERGNER,BERGNER BG 6330 26X6CM W/LID SAUTE PAN,0,2228.025
31150,CELLO,CELLO MARK 4 LUNCH PACK,2,644.635
31156,MILTON,MILTON THERMOSTEEL 750ML,2,723.3266667
31173,CELLO,CELLO CHEF 3PCS (500+850+1.5L) CASSEROLE,0,580.54
31203,MILTON,MILTON ODYSSEY 3 TIFFIN CARRIER,0,715.72
31209,MILTON,MILTON CARAFE 600ML FLASK,1,869.9933333
31260,VINOD,VINOD STAINLESS STEEL CASSEROLE 700ML,0,680.39
31261,CELLO,CELLO CHEF 5L CASSEROLE,2,991.5066667
31265,MILTON,MILTON CARAFE 1L FLASK,1,1089.993333
31266,MILTON,MILTON THERMOSTEEL 1L,4,807.34
31279,VINOD,VINOD MATT FINISH 700ML  CASSREOLE,0,797.3833333
31301,MILTON,MILTON CARAFE 1.5L FLASK,1,1273.326667
31308,MILTON,MILTON TUSCANI 3 TIFFIN CARRIER,3,1293.323333
31311,CORELLE,CRL COUNTRY COTTAGE CURRY BOWL,0,528.03
31326,VINOD,VINOD BELLY SS 700ML HOT CASSEROLE,1,715.68
31329,VINOD,VINOD STAINLESS STEEL CASSEROLE-1000ML,0,845.19
31345,CORELLE,CRL WFW KATORI,1,1400.916667
31356,MILTON,MILTON CARAFE 2L FLASK,1,1679.9875
31358,VINOD,VINOD MATT FINISH 1000ML  HOT POT,0,930.235
31361,VINOD,VINOD STAINLESS STEEL HOT POT 1500ML,3,940.0933333
31362,VINOD,VINOD MATT FINISH 1000ML CASSEROLE,1,959.84
31364,MILTON,MILTON SENATOR TIFFIN CARRIER,2,1468.79
31366,MILTON,MILTON TUSCANI 4 TIFFIN CARRIER,2,1554.295
31378,VINOD,VINOD MATT FINISH 1500ML HOT POT,2,1103.783333
31381,VINOD,VINOD STAINLESS STEEL CASSEROLE 2000ML,3,995.81
31392,VINOD,VINOD MATT FINISH 2000ML CASSEROLE,2,1164.8
31396,BERGNER,BERGNER BG-6328 SAUCE PAN,2,1783.53
31413,VINOD,VINOD MATT FINISH 2500ML CASSEROLE,0,1364.2375
31414,BERGNER,BERGNER BG-6329 WITH LID SAUTE PAN,2,1838.265
31417,VINOD,VINOD MATT FINESH 2500ML HOT POT,3,1313.625
31425,VINOD,VINOD STAINLESS FINISH HOT POT 2500ML,2,1161.6375
31432,VINOD,VINOD STAINLESS STEEL CASSEROLE 2500ML,4,1099.84
31435,VINOD,VINOD STAINLESS STEEL 2000ML BELLY CASS,2,1049.614
31437,VINOD,VINOD STAINLESS STEEL CASSEROLE 2800ML,2,1229.76
31457,DANKOTUWA,DW ANGEL TEA SET  17PCS,0,3008
31464,VINOD,VINOD MATT FINISH 2800ML CASSEROLE,2,1513.01
31466,CRISTAL DARQUES,CD HIBALL LONGCHAMP 28CL TUMBLER SET,1,1939.6
31467,FNS,FNS GALAXY DINNER KNIFE 2PC,0,825
31469,VINOD,VINOD STAINLESS STEEL CASSEROLE  3500ML,2,1342.55
31474,BP,BHARAT GOLDY CUP/SAUCER SET M,0,1111.51
31488,CRISTAL DARQUES,CD L9758 OF LONGCHAMP 23CL TUMBLER SET,2,1796.6
31496,VINOD,VINOD MATT FINISH 3500ML CASSEROLE,2,1596.515
31517,VINOD,VINOD STAINLESS STEEL CASSEROLE 5000ML,1,1539.78
31534,VINOD,VINOD MATT FINISH 5000ML CASSEROLE,1,1887.94
31535,DANKOTUWA,DW ALLURE TEA SET 17PCS,1,3809.99
31537,DANKOTUWA,DW SILVER MIX 17PCS TEA SET,0,3810
31541,CRISTAL DARQUES,CD SHERRY STEM LONGCHAMP,0,1375
31542,CRISTAL DARQUES,CD WINE STEM LONGCHAMP 17 CL,3,2353.095
31564,CRISTAL DARQUES,CD FLUTE STEM LONGCHAMP 14 CL,0,1779.25
31565,CRISTAL DARQUES,CD LONGCHAMP HB 36CL TUMBLER SET,1,2243.695
31567,CELLO,CELLO PICNIC 30L W/O TAP,0,3042.66
31576,CRISTAL DARQUES,CD GBLT STEM LONGCHAMP 25CL TUMBLER SET,3,2307.295
31612,DANKOTUWA,DW INFINITY GOLD 17PCS TEA SET,0,4499.99
31617,CORELLE,CRL COUNTRY COTTAGE 21PCS DINNER SET,1,9779.35
31620,CORELLE,CRL MORNING BLUE 21PCS DINNER SET,0,9187.49
31622,DANKOTUWA,DW ANGEL DINNER SET21PCS,1,7750
31623,DANKOTUWA,DW BLUE ROSE DINNER SET 21PCS,0,7750
31624,DANKOTUWA,DW ELISA 21PCS DINNER SET,0,7500
31625,DANKOTUWA,DW LASTING ROSE DINNER SET 21PCS,1,7749.99
31627,DANKOTUWA,DW ROSE GARDEN DINNER SET 21PCS,1,7749.99
31628,DANKOTUWA,DW TREASURE BLUE DINNER SET 21PCS,1,7750
31636,DANKOTUWA,DW ALLURE DINNER SET 21PCS,1,8617.33
31638,DANKOTUWA,DW GOLD MIX DINNER SET 21PCS,0,8617.32
31639,DANKOTUWA,DW SILVER MIX DINNER SET 21PCS,0,8711
31654,DANKOTUWA,DW INFINITY GOLD 21PCS DINNER SET,1,8100
31656,DANKOTUWA,DW INFINITY PLATINUM 21PCS DINNER SET,1,8370
31662,DANKOTUWA,DW VIENNA GOLD DINNER SET 21PCS,0,15190
31666,DANKOTUWA,DW GREEK KEY PLATINUM 21PCS DINNER SET,0,14879.98
31667,DANKOTUWA,DW PLATINUM LOTUS DINNER SET 21PCS,1,12776.33
31669,DANKOTUWA,DW EMPRESS DINNER SET 21PCS,1,23187.97
31694,CORELLE,CRL COUNTRY COTTAGE  SMALL PLATE,0,2155.31
31695,CORELLE,CRL COUNTRY COTTAGE 1L SER BOWL,0,713.355
31697,CORELLE,CRL COUNTRY COTTAGE DINNER PLATE,2,2731.58
31714,BP,BHARAT TEA SAUCER,0,50.49
31740,CORELLE,CRL MORNING BLUE DINNER PLATE,0,2633.79
31749,CORELLE,CRL SECRET GARDEN 21PCS DINNER SET,0,9187.49
31781,BOROSIL,BOROSIL SMALL GLASS 105 ML KATORI,0,297.5
31789,BOROSIL,BOROSIL VISION GLASS  JUICE,0,227.7
31791,BOROSIL,BOROSIL VISION GLASS  L,0,395.67
31793,BOROSIL,BOROSIL VISION GLASS  M,0,349.12
31805,CELLO,CELLO CHILLER 3L,3,343.895
31806,CELLO,CELLO CHILLER 8L,0,795.5
31807,CELLO,CELLO CHILLER 12L,2,1327.91
31808,CELLO,CELLO CHILLER 14L,2,1337.68
31812,CELLO,CELLO CHEF 2L CASSEROLE,0,383.27
31816,CELLO,CELLO ALPHA 1.5L CASSEROLE,0,316.61
31817,CELLO,CELLO ALPHA 2L CASSEROLE,0,451.1
31821,CELLO,CELLO RANGER 4 LUNCH PACK,0,1271.4
31822,CELLO,CELLO RANGER 5 LUNCH PACK,0,1509.095
31854,CELLO,CELLO FESTIVE E CONTAINER 1000ML,1,193.81
31860,CARTINI,CARTINI 7138 UTILITY KNIFE,0,111.6
31862,CARTINI,CARTINI 7141 CARVING KNIFE,2,173.6
31863,CARTINI,CARTINI 7245 BREAD KNIFE,0,440.9966667
31865,CARTINI,CARTINI 7151 EASY KNIFE,1,40.3
31871,CARTINI,CARTINI 7137 CHOPPER,1,102.3
31872,CARTINI,CARTINI 7246 CARVING KNIFE,2,499.395
31873,CARTINI,CARTINI 7244 CHEF KNIFE UNIV,3,526.995
31894,PRIME,PRIME CONTAINER STOREWELL 105,0,362.39
31916,RCR,RCR 238110 AUREA TUMBLER 6PCS 32 CL,0,1239
31933,RCR,RCR LAURUS STEMWARE 6PCS 12 CL,0,1890
32232,ANJALI,ANJALI FANT. CHOP BOARD S,0,228.01
32242,ANJALI,ANJALI SS POTATO MASHER,0,102.82
32244,ANJALI,ANJALI ONION CHOPPER,0,204.01
32247,ANJALI,ANJALI GRIP KITCHEN PRESS,0,389.42
32248,ANJALI,ANJALI SS VADA MAKER,1,213.9
32251,ANJALI,ANJALI 4 IN 1 SCRAPER,0,69
32255,ANJALI,ANJALI COC. SCRAPER SLK,0,216.01
32256,ANJALI,ANJALI COC. SCRAPER PREM,0,213.9
32258,ANJALI,ANJALI ALU S/W TOASTER SQ. L,0,189.01
32259,ANJALI,ANJALI SS MASHER ROUND,0,102.01
32260,ANJALI,ANJALI SS MASHER OVAL,0,111.01
32266,ANJALI,ANJALI 4/41 MULTISLICE,0,435.02
32268,ANJALI,ANJALI SQ. CHOP BOARD NO.1,0,156.01
32269,ANJALI,ANJALI SQ. CHOP BOARD NO.2,0,174.01
32270,ANJALI,ANJALI SQ. CHOP BOARD NO.3,0,192.01
32271,ANJALI,ANJALI SQ. CHOP BOARD NO.4,0,222.01
32272,ANJALI,ANJALI SQ. CHOP BOARD NO.5,0,267.01
32273,ANJALI,ANJALI SQ. CHOP BOARD NO.6,0,297.01
32278,ANJALI,ANJALI TOMATO KNIFE,0,31.36
32399,OCEAN,OCEAN PILSNER 300ML,2,386.88
32402,OCEAN,OCEAN PILSNER 315ML,2,435.42
32404,OCEAN,OCEAN PILSNER 400ML,2,444.86
32405,OCEAN,OCEAN PLAZA 295ML,3,457.6566667
32408,OCEAN,OCEAN TANGO 425ML,4,439.1466667
32409,OCEAN,OCEAN PYRAMID 380ML,3,414.02
32412,OCEAN,OECAN FINLINE TUMBLERS 175ML,4,252.69
32413,OCEAN,OCEAN UNITY 290ML,5,347.67
32414,OCEAN,OCEAN LONGCOOL 245ML,2,326.86
32415,OCEAN,OCEAN PYRAMID 300ML,4,371.85
32416,OCEAN,OCEAN SWEETBELL 235ML,1,358.42
32417,OCEAN,OCEAN PILSNER 340ML,1,382.32
32418,OCEAN,OCEAN PILSNER 200ML,2,316.01
32419,OCEAN,OCEAN ALASKA ICE CREAM CUP,0,529.235
32420,OCEAN,OCEAN NEWYORK TUMBLERS 340ML,0,391.68
32421,OCEAN,OCEAN TANGO 315ML,0,417.25
32425,OCEAN,OCEAN SANMARINO 290ML,7,418.77
32427,OCEAN,OCEAN PLAZA 320ML,3,428.34
32429,OCEAN,OCEAN CHAMPAGNE FLUTE,0,615.1733333
32430,OCEAN,OCEAN SANMARINO 300ML,4,396.32
32431,OCEAN,OCEAN ALOHA TUMBLER 360ML,3,390.08
32433,OCEAN,OCEAN UNITY 255ML,3,340.065
32434,OCEAN,OCEAN BRANDY GLASS 255ML,1,669.455
32435,OCEAN,OCEAN BRANDY GLASS 340ML,2,661.98
32436,OCEAN,OCEAN WHITEWINE 195ML,4,634.25
32437,OCEAN,OCEAN CLASSIC BEER GLASS 420ML,1,726.88
32438,OCEAN,OCEAN CHAMPAGNE SAUCER 6PCS 135ML,4,601.8
32439,OCEAN,OCEAN STUDIO ROCK 345ML,3,410.225
32441,OCEAN,OCEAN TANGO 350ML,4,428.34
32647,N.M,N.M NIRALI SINK DRAINER 2,0,50.4
32656,N.M,N.M ROLLING DUST COLLECTOR,0,590
32754,FACKELMAN,FKMN 42077 BANANA BOX,0,192.85
32837,FACKELMAN,FKMN 48016 ORANGE CARD PEELER,2,45
32840,FACKELMAN,FKMN 49215 VEGETABLE PEELER,0,87.45
32978,CRAFT,CRAFT DIV 301-400 CUP/SAUCER SET,0,609.03
32992,KAMADHENU,KMDH TURNER NO-1,1,22.13333333
32993,KAMADHENU,KMDH TURNER NO-4,1,26.95666667
32994,KAMADHENU,KMDH TURNER JUMBO,0,37.24
32995,KAMADHENU,KMPH OVAL TURNER,0,37.17
32996,KAMADHENU,KMDH SP TURNER,0,26.91
32997,KAMADHENU,KMDH NIRLEP 4 TURNER,0,26.91
33002,KAMADHENU,KMDH ROUND JARA S,0,63.84
33003,KAMADHENU,KMDH ROUND JARA L,0,75.04
33004,KAMADHENU,KMDH JARA FANCY BIG,0,75.04
33013,KAMADHENU,KMDH SMALL ROLLER,0,26.88
33014,KAMADHENU,KMDH ROLLER BIG,2,30.58666667
33015,KAMADHENU,KMDH JUMBO ROLLER,0,50.85
33016,KAMADHENU,KMDH SP BIG ROLLER,0,84
33017,KAMADHENU,KMDH SP SMALL ROLLER,0,51.52
33091,ELEPHANT,ELEPHANT DOME NO.10 COVER,0,252
33110,N.M,N.M BEATER BIG,0,27.5
33115,N.M,N.M SUGAR TONG,0,13.44
33176,LUMINARC,LUMINARC N0757 ASCOT O/F 30CL,2,412.635
33249,OCEAN,OCEAN FINLINE TUMBLERS 280ML,0,315.51
33250,OCEAN,OCEAN FINLINE TUMBLERS 355ML,2,345.8433333
33251,OCEAN,OCEAN SANMARINO 480ML,5,474.3266667
33253,OCEAN,OCEAN PLAZA 195ML,4,375.2133333
33353,AONE MARKETING,A ONE 8X12 PERF WO/L  SS DUSTBIN,1,353.92
33354,AONE MARKETING,A ONE 10X14 PERF WO/L SS DUSTBIN,1,456.96
33413,CARTINI,CARTINI 7127 SCISSOR,3,241.795
33422,ALLTIME,ALLTIME MIXING BOWL 800ML,9,43.4
33423,ALLTIME,ALLTIME MIXING BOWL 1500ML,4,65.1
33424,ALLTIME,ALLTIME MIXING BOWL 1350ML,7,55.8
33425,PRIME,PRIME EGGXITED CONTAINER,3,132
33426,PRIME,PRIME TAWA S MICROWAVE,0,111
33463,ANJALI,ANJALI CHILLY N NUT CUTTER DX.,2,153.19
33464,ANJALI,ANJALI SS COC. SCRAPER PAD,0,234.01
33465,ANJALI,ANJALI SS COC. SCRAPER SLK,0,255.01
33469,ANJALI,ANJALI 3/31 MULTISLICE,0,333.02
33470,ANJALI,ANJALI 4/42 MULTISLICE,0,372.02
33496,ALLTIME,ALLTIME MIXING BOWL 2200ML,6,71.295
33576,ALLTIME,ALLTIME MIXING BOWL 3750ML,11,120.9
33655,BP,BHARAT SOUP SPOON,0,39.75
33681,ALLTIME,ALL TIME MEASURING SPOON,12,23.99
33723,BP,BP ZEN SALT & PAPPER SET,1,176.12
33773,CELLO,CELLO ALPHA 3PCS (500+850+1.5L) SET,0,663.07
33777,UPC,UPC MILK MUG,0,107.4
33778,CORELLE,CRL PROVINCIAL BLUE CURRY BOWL,0,643.53
33780,CORELLE,CRL PROVINCIAL BLUE DINNER PLATE,0,448.42
33820,KISSAN,KISAAN GHEE POT NO.1,4,61.6
33822,KISSAN,KISAAN GHEE POT NO.3,0,89.6
33823,KISSAN,KISAAN GHEE POT NO.4,0,117.6
33826,CARTINI,CARTINI 4654 BREAD KNIFE,2,126
33828,CARTINI,CARTINI 4656 UTILITY LARGE KNIFE,0,192
33842,N.M,N.M WATER FILTER 24LTR,0,2500
33865,OCEAN,OCEAN REDWINE 230ML,3,601.8
33866,OCEAN,OCEAN SANMARINO 385ML,4,459.02
33923,LG,LUCKY TUMBLER LG-36 6PCS SETS,0,224.1
33934,LG,LUCKY TUMBLER LG-30 6PCS SET,1,184.52
33999,KISSAN,KISSAN COFFEE DABBRA NO.1,4,41.76
34000,KISSAN,KISSAN COFFEE DABBRA NO.2,1,51.64
34001,KISSAN,KISSAN COFFEE DABBRA NO.3,2,61.52
34004,KISSAN,KISSAN PLAIN PRESS DABBA NO.3,0,84
34068,KAMADHENU,KMDH JARA FANCY S,0,65.96
34069,KAMADHENU,KMDH JARA SQUARE,0,63.84
34071,KAMADHENU,KMDH XPO ROLLER,0,42.10666667
34072,KAMADHENU,KMDH ROLLER MEDIUM,0,41.44
34111,AONE MARKETING,A ONE 7X10 PDL PLAIN.  SS DUSTBIN,1,470.4
34113,AONE MARKETING,A ONE 10X14 PDL PLAIN SS DUSTBIN,1,909.41
34256,FREELANCE,FRL ECONOMY 1.2L STEEL FLASK,0,1769.4
34330,MILTON,MILTON ICEPACK KOOL MUSAFIR 5L,0,400
34337,OCEAN,OCEAN UNITY 370ML,3,385.2833333
34339,OCEAN,OCEAN SWEETBELL 345ML,2,355.77
34491,BEAUTEX,BEAUTEX BOX TISSUE L,2,126.76
34494,BEAUTEX,BEAUTEX 2IN1 SUPREME TOILET ROLL,7,100.75
34497,BEAUTEX,BEAUTEX HAND KERCHIEFS,0,149.03
34499,BEAUTEX,BEAUTEX PARITY TISSUE,4,56.55
34517,CORELLE,CRL 1LTR SERVING BOWL LID,0,251.45
34533,PJ,PJ BABY POTS,0,195
34593,PRIME,PRIME STOREWEL CONTAINER 440 W/WHEELS,0,954.6
34640,KISSAN,KISSAN FRY PAN 11IN,0,107
34665,BP,BHARAT STONEWARE COFFEE CUP,0,25
34692,FREELANCE,FRL 60INCH TC RND CLEAR W/L,0,560.45
34694,CELLO,CELLO ARTISTA BUFFET PLATE 12.5INCH,0,123
34697,FNS,FNS IMPERIO TEA SPOON,0,501.64
34698,FNS,FNS IMPERIO DINNER SPOON,0,596.98
34701,FNS,FNS DINNER FORK LINEAR,0,158.1
34726,N.M,N.M PASTRY TONG,8,59
34744,N.M,N.M CAPTAIN WATER FILTER 16LTR,0,1700
34816,KISSAN,KISSAN MILK  HEAVY POT 1L,0,408.8
34818,KISSAN,KISSAN MILK FLAT-1 POT,0,472.2666667
34828,KISSAN,KISSAN MILK FLAT-1-1/2 POT,1,588
34829,CORELLE,CRL SECRET GARDEN CURRY BOWL,0,627.03
34830,CORELLE,CRL SECRET GARDEN DINNER PLATE,1,2731.58
34836,CORELLE,CRL SHADOW IRIS SQ VEG BOWL,1,3451.68
34852,KAMADHENU,KMDH PAPAD ROLLER,0,54.9
34876,KISSAN,KISSAN MILK FLAT-2 POT,4,700.5
34887,PRIME,PRIME STOREWEL 55 CONTAINER,0,234
34888,PRIME,PRIME STOREWEL 75 CONTAINER,0,273.6
34903,LUMINARC,LUMINARC ARC JUG 1.3L,3,217.92
